title
挨轟對涂醒哲違法准假 內政部打臉：請蕭淑麗停止選舉操作
北市財政局公布4年銀行放款收回證明 駁斥作帳還債說
還韓國瑜公道！口誤「白玉苦瓜」被酸演不像 高嘉瑜一張照真相大白
高雄規劃20個新創基地 陳其邁：空間、資金、技術一次到位
快訊／桃園「瑜聖會師」破3萬人！現場再唱《夜襲》旗海飄揚
柯文哲競辦：台北去年招商第一名 今年也一樣
蕭淑麗轟請假跑選舉 涂陣營：馬英九也這樣
柯文哲競辦：北市青年注重提升個人競爭力 不應捲入口水戰
影／趙衍慶開口...手語翻譯「驚恐30秒」 4年前噴200萬選市長得票1萬5
影／帛琉大陸觀光客減少 蔡英文：共同面對挑戰！台灣會給最大支持
影／柯競辦打破外界質疑 回應姚文智：歡迎至監察院提出糾舉
「競選經費」吵什麼？柯文哲、丁守中、姚文智花多少一次看
柯競辦：柯文哲是來善後大巨蛋的 迫使遠雄更改公安設計
「賣離開」還是「謀離開」？ 王定宇影片還原：大家捨不得走
徐耀昌市場掃街展現親和力 發揮「母雞帶小雞」的力量
「選戰章魚哥」天母天玉里模擬投票 「45以上丁稱霸45以下柯虐殺」
影／邱議瑩沒說「賣」離開 管碧玲曝光37秒影片還原現場
影／別再酸丁守中了 他8字政見主軸勇奪正港「佛系侯選人」
不齒出口成髒 洪秀柱轟鄭弘儀：民進黨的豬隊友們
影／「賣離開」打臉邱議瑩 洪孟楷：一直在幫倒忙真的是挺其邁的
扯！國民黨竟把自家候選人號碼貼錯 王鴻薇：真的很無言
影／北市辯論歪樓變成「阿卡貝拉」 候選人齊唱「柯媽媽」超洗腦！
ET六都市長封關民調 台大教授：大家都討厭民進黨
台灣世代智庫民調：林佳龍41.4%盧秀燕35.6% 花博滿意度破6成
韓國瑜《夜襲》遭轟「軍國主義」 網狂譏：唱《兩隻老虎》虐待動物？
最新民調！新竹市長選情林智堅40.6%大勝對手17.6%
國民黨苗栗黨慶 徐耀昌：藍營團結從苗栗開始
新北辯論／批對手奧步抹黑 侯友宜：我是非典型政治人物沒包袱
見證高雄40年「美麗蛻變」 前AIT官員杜維浩讚：國際城市！
立委爆料故宮北院將「閉館3年」 國寶文物暫放嘉義？
蜂蜜檸檬怎麼爆紅的？翟神：選舉保證金制度的錯誤
孫大千爆：人本創辦人是高市副市長父親 恭喜陳其邁多1豬隊友
影／柯文哲「4年克服這麼多困難」 臉書秀全文透露：幕僚看完都哭了
ET民調／六都市長生死鬥 民進黨保2 國民黨有望坐3搶4
影／稱韓國瑜是「男版洪秀柱」 鄭弘儀：我們會被他賣掉
侯友宜文化大群館爭議 監察院：北市府有疏失！
韓粉臨演團又爆2.0？王定宇：一人分飾「多角再加一角」
3年前「颱風天先生在家吃飯」愧疚落淚 陳佩琪：對啦我是自走砲
小野淚謝柯文哲 朱學恒嗆：文化人不懂了不起負責嗎？
柯文哲清北市利息29億→7億！館長要韓國瑜多學：高雄欠3千億超可怕
國民黨：蔡政府是最大垃圾製造機 沒資格繼續領導台灣
政見會戴耳機韓國瑜「相信陳其邁」：下次辯論大家先掏耳朵
謝長廷批韓國瑜臭嘴 他笑：陳其邁「五豬」到齊！
人本抗議夜襲鼓吹仇恨 韓國瑜：唱《愛你一萬年》還是會被黑
《聯合》最新民調！韓國瑜49％超前陳其邁32％ 台北台中膠著
影／丁守中姚文智公布競選帳目 網：比大學生還混
韓國瑜「夜襲」被轟散播仇恨！人本基金會連署抗議：軍國主義
影／連勝文批柯P成指高氣昂市長 網友：當初不得志醫生救你一命
12年前「走路工事件」擊落黃俊英！林清強提醒韓國瑜：別太老實
徐榛蔚：蔡政府這些政策重創花蓮觀光 盼「安全回家路」
快訊／「明將有不利民調！」陳其邁陣營深夜急開記者會：會打擊綠營
陳水扁自爆10年前上銬「給記者拍」 入獄被檢查前後下體
韓國瑜說服大家？ 林濁水狠酸：財經知識不同凡響
劉曉玫做了這件事揪感心 余天：無條件當農產品代言人
韓國瑜弟「韓國瑤」首現身！江湖味「神複製」 網驚：也太年輕！
被點名拿出勇氣與陳歐珀辯論 林姿妙競總拒絕
奶奶哭著說捨不得他離家 李錫錕：放棄飛行員夢踏上政治路
影／丁守中造勢場2名「國旗女神」 高馬尾甜笑側臉似歐陽娜娜
「柯P每天幹話」丁守中承諾：將與韓國瑜、侯友宜合作
影／陳水扁申請參加晚會 中監核准：有助於病情改善
1.5萬人擠爆板橋大造勢 侯友宜激動喊：終結台灣的選舉奧步
段宜康爆侯友宜土地買賣過程 侯辦回應：東廠又來了！
李錫錕三層面改變台北 「肉體、想法、靈魂」
姚文智嗆柯文哲比馬英九還不如 網酸：一開始又是柯市長
影／吳蕚洋推「蜂蜜檸檬和鳳梨酥」 網：比較適合當北農總經理
影／吳蕚洋再推「鳳梨酥救邦交」政見：好吃就不會斷交
影／李錫錕向柯文哲、姚文智道歉 誤會他們缺席政見會
「蜂蜜檸檬」解決健保、長照問題 吳蕚洋：可遠離所有病苦
影／快拿筆記！吳蕚洋教你做「消腫瘤」蜂蜜檸檬…結果喝太快嗆到
林明溱「上千就業機會」吸北漂 洪國浩和地方青年推「老幼共托」
影／選舉扯到統獨 馬英九嗆蔡英文：當總統好意思？
「明明是2倍」競選經費被柯文哲指太少 姚文智：下午沒道歉就提告
爆辯論提問4公正人士 朱立倫：耍嘴皮不是現在市民需要的
韓國瑜「有條件」太平島挖石油 網友嗆爆：瞎！還用你提？
影／鄭朝方背心留紅唇印 蔡英文自爆：有次被很胖的人「弄起來」
蔡英文放手一搏改革 陳水扁：台灣牌、改革牌孰重？
影／「辯論不用花俏」 柯文哲：務實做事才是我的理念
影／蜂蜜檸檬成辯論焦點 柯文哲苦笑：那也沒辦法
陳其邁團隊批韓國瑜3萬人造勢「膨風」 孫大千：反映內心恐懼
台中選戰膠著！林佳龍32.0%、盧秀燕34.4%
你喝了嗎？蘇貞昌教你配出黃金比例蜂蜜檸檬水
柯文哲睡覺「過來」 陳佩琪笑：他ㄆ一ㄚ一下！我覺得肋骨斷掉差點告家暴
韓國瑜要嚴防奧步 邱毅憂：1124開票高雄無預警大停電
蜂蜜檸檬與他的辯論！姚丁9議題狂轟 柯文哲看稿「亮政績」護體
辯論戴耳機？陳其邁怒：我只戴聽診器 高選會「調畫面」回應了
龍介仙戰力爆！鄭運鵬面前38秒15句唱完《夜襲》 鄉民推爆：是人才
騙走韓國瑜眼淚？下跪菜農「髮蠟哥」遭起底 曾惹怒台中王陽明
國民黨颳「韓流」想搶13縣市 民進黨坦言高雄最緊張
小野：「謝謝朋友與羞辱我的人，我會更溫柔堅定」
段宜康再咬侯友宜 預告11日公布又昱公司購地過程
嗆民進黨完全放水陳水扁 丁守中：法務部長根本應該為這事情下台
誰是辯論最大受害者？「蜂蜜檸檬」、「瑟瑟發抖的母親」都上榜
影／為蜂蜜檸檬選台北市長 吳蕚洋想讓眾生遠離病苦
「旗山夜襲」後 林生祥挺高雄：「美濃人我驕傲」
影／北漂女「買不起房」狂問遭網友砲翻 柯文哲：她沒有被解決
反軍國主義卻秀阿帕契軍照 鄭運鵬提最高原則「對外不對內」
北市辯論／丁姚公布競選帳目 柯文哲諷：台灣政治就是這樣死掉
馬英九：我提「新三不」無關選舉 蔡英文刻意挑起「太急了」
北市辯論／台北市要當獵人還獵物？李錫錕猛攻柯文哲
北市辯論／丁姚公布競選經費 柯文哲：比我少你們信嗎？
陳建仁挺陳其邁「有對症下藥的明快，也有關懷弱勢的溫暖」
北市辯論／吳蕚洋狂談蜂蜜檸檬 大唱「愛江山更愛美人」
北市辯論／從馬英九罵到蔡英文 吳蕚洋籲廢除軍公教改革
張善政6點反嗆蔡英文：國民黨哪有能耐讓民進黨慘成這樣？
北市辯論／柯文哲提問猛轟藍綠：一直在製造問題不是解決問題
網友神提問「幕僚能否與女兒交往」 侯友宜妙回「可以，但不要現在」
《惦高雄這個好所在》韓國瑜競選MV熱播！ 溫柔嗓暖哭網
北市辯論／柯文哲數政績強調沒政黨 邀民眾讓改變持續發生
北市辯論／引進倫敦式夜間經濟 李錫錕提市長3條件
「不斷有人貶低高雄」 《血觀音》楊雅喆：不愛自己便甘心為奴
影／姚丁夾擊 柯文哲首登場電視辯論「一打四」
連喊2次「饒過我好不好？」 小野自爆：我已經失眠3天
蔡英文嗆「國民黨憑什麼教訓民進黨」孫大千：難不成歌功頌德？
101歲台獨大老史明跌倒送醫 蔡英文趕往探視
LIVE直播／雲林女婿韓國瑜回鄉挺農漁民！ 一起上台怒吼吧
中監不准出席「受迫害」晚會 陳水扁：北上向蔡英文攔車陳情
「暖男、吃貨、強迫症」 親友爆料林智堅小秘密
境外購物8成來自大陸 立委陳瑩：危及國安推「實名制登記」
握手握到手拉傷！雙影武者「剃頭護駕」韓國瑜 苦笑：被巴好幾下
解決台鐵財務問題 行政院大體檢：未來應採資產與營運切割
續查普悠瑪 行政院下周進行第3輪訪談
賴清德揭台南寶可夢起源 與2年前的強震有關
影／布袋戲義演扮美猴王 韓國瑜：高雄經濟也要大幹一場
3000座位爆滿！韓國瑜扮美猴王 同台黃俊雄「南遊鬧天宮」
Live／韓國瑜X黃俊雄「史艷文--武林大風暴」 一起來看布袋戲
打臉旗山造勢3萬夜襲！王定宇一張圖控「韓導唬爛」：乾脆說10萬
花蓮青年離鄉打拼議題發酵 劉曉玫選情增溫：絕不鬆懈
影／太熱血！高雄業務剃「禿頭」挺韓國瑜 從鐵綠朋友手中拉1票
彰化離岸風場吸金投資1兆1920億！魏明谷：70%零組件就地採購
姚文智嗆「就像踩到狗屎」 童仲彥：一定潑得你滿身屎
影／曾嘆被國民黨冷落16年 韓國瑜：只有柯文哲還把我當個角色
徐定禎控南庄農會賄選 總幹事陳乾安提告「以訟制謗」
影／柯一正大讚「出淤泥而不染」 宅神：不准你罵其邁的爸爸是淤泥！
王金平幫韓國瑜站台慘被噓 陳其邁：我替王院長委屈了
「從日本搬來」是小事 藤井樹再挺陳其邁：一定要贏
鄭運鵬鎖「夜襲便便圖」 網友繼續灌臉書
網傳陸投50億助韓國瑜選舉！ 網友笑：金額太唬爛
「謝謝您為國辛勞」軍官月薪實領770元 國防部：他自願的
姚文智暴走了：柯文哲是Liar 媒體都不報我
影／姚文智控2014政治獻金提早關帳「說謊」 柯文哲：要問姚立明
夜襲干你何事？他酸民進黨選到起肖 嗆「甲賽」面臨崩潰邊緣
「韓流外溢」助國民黨大反攻？ 范世平：太高估了
民調／林佳龍領先盧秀燕 近八成民眾認為花博有助提升台中
影／韓國瑜造勢晚會「禿頭影分身」護駕慘被巴頭 本尊現身！
影／韓國瑜不畏南部唱軍歌犯大忌！沈富雄斷定民進黨「土石流式敗選」
黃偉哲助輸台2000噸核食？國民黨緊咬大創案：幫人喬事、拿錢
ET民調／台中市長選情 盧秀燕42.6%領先林佳龍31.8%
影／丁守中喉嚨發炎休戰 丁辦代打政治亂倫：柯文哲民進黨關係一團亂
陳水扁替東奧正名公投催票「政府有責提國際訴訟」
影／他酸民進黨完全執政不拿政績 只打「老窮醜禿」的韓國瑜
洪孟楷回擊鄭運鵬：囂張傲慢嗆人民去吃「米田共」
影／嗆「吃大便」PO文刪了！鄭運鵬道歉：傷害《夜襲》參與者感情
影／韓國瑜要銷美濃「白玉苦瓜」 許立明傻眼：哩演麻演像一點
美女議員尖銳提問 韓國瑜神回覆全場笑爆！高嘉瑜嬌喊：不要害我啦
嘉義市長民調五五波黃敏惠31％、涂醒哲28％ 蕭淑麗反降2％
小額捐款截止！選舉經費「摳門慎用」 韓國瑜：結餘全捐助弱勢
5天2度到南投輔選 吳敦義：沒有懈怠的本錢
黃子哲整理5句陳其邁經典語錄 其一「我恁爸爸啦！」
國民黨日文官網「歧視同志」 同性戀立法讓台灣成為「變態國家」
蔡英文挨批票房毒藥 鄭文燦：桃園選情我自己掌握
影／韓國瑜進場合唱《夜襲》！鄭運鵬「便便圖」怒轟：心理變態
空汙不只境內污染 林佳龍：今天台北也沒比較好
觀塘換深澳 鄭文燦坦言：中央確實沒有先跟我討論
呼籲陳學聖勿糾結黨派 鄭文燦：在桃園我是超越藍綠打選戰
小野痛哭助選弱掉了！10大助選王第1名非他莫屬 罵出一個總統來 
王金平忙韓國瑜造勢 老友卻跳出來挺陳其邁
影／柯文哲用4年政績影片回應外界質疑 網友大推：眼眶紅了
韓國瑜旗山造勢3萬人爆棚！宅神駕到「雞排考察」 網瘋喊：聞到香味了
影／入場就走15分鐘！韓國瑜「軍歌夜襲」鑽向敵人心臟 網淚：高雄醒了
劉家昌為韓國瑜寫歌 嗆陳其邁「看高雄母親的淚水還忍心做？」
影／鄉民票選出帶旺選情10正妹 黃瀞瑩、韓冰和她名列前3
反同拼公投！愛家盟推薦韓國瑜 還有25縣市長、250議員候選人
韓國瑜旗山造勢若再飆5萬 謝龍介：高雄選舉就成定局
影／柯一正酸「該進演藝圈」 韓國瑜怒回：別踩在我身上支持陳其邁
管碧玲拉票遇4心聲 有感周奕成所言「要傾聽對執政不滿的人」
警察狂開旗山攤販罰單？葉毓蘭：民進黨連點小確幸都不給
「把民進黨執政的文化肥肉全吃光  」丁守中連6問反擊小野：紙風車該收斂了
「丁丁罵小野剛好而已」 葉毓蘭怒批：不要當婊子又想立牌坊
左打吳念真右罵小野 丁守中被酸沒腦、嫌票多
影／「原來大家都挺其邁」 陳其邁：我不唬爛、很古意
影／海軍歡慶銘傳、逢甲軍艦成軍 完成三步驟有機會拿限量禮
邱議瑩笑談臉書被灌爆 葉毓蘭指韓國瑜這番話有智慧
柯文哲恐1％之差輸藍營 蔡正元：只好學扁選總統
「小野的眼淚是珍珠」管碧玲、王定宇也哭了 嗆丁守中：選舉最醜一幕
藍營智庫：黃偉哲小贏高思博3.2% 台南遇韓流來襲西瓜恐炸裂
陳其邁被封「賴神第二」 謝龍介笑了：他哪能隨便被模仿！
陳其邁野百合老戰友喊話 民進黨要「傾聽那些對執政不滿的人」
挺陳其邁！羅文嘉批韓國瑜政見讓人頭昏、無知被當潮流膜拜
姚文智批柯文哲政治獻金交代不清 「4年前關帳還收930萬」
蔡玉真酒駕遭韓粉圍剿 臉書反擊：我是不會吹
丁批小野、柯文哲、民進黨「政治亂倫」 姚文智：瘋狗亂咬
柯一正挺陳其邁：出淤泥而不染 嗆韓國瑜「王祿仔仙」適合藝界
「人民革命推翻某太后」他斷言：新北台中高雄三都極可能國民黨通贏
民調／半數不認「高雄又老又窮」 韓國瑜政見4成覺得有創意
「新歡不好卻報復舊愛」北漂責任非高雄 溫朗東：苦在台北房租
小野落淚、柯P抱抱 她看得好反胃：新聞自由被民進黨謀殺
韓國瑜克服「三危機」就能勝選？李正皓：辯論會是關鍵
影／「答應你從此不再哭泣…」小野：高興柯文哲願擁抱我
小野「文化門神」之亂？丁守中陣營不齒：你們根本是「政治亂倫」
「是你們一手造就今日的韓國瑜」 孫大千批民進黨該反省5件事
影／小野落淚遭酸「進廚房別怕熱」 柯文哲：他是被火燙到
「如果背後毆打過阿扁的人當選」 陳水扁：逼我再次北漂？
糗！韓國瑜粉絲圍剿林昶佐 烏龍算式網笑翻：誰不嗆嗆個100%的
影／誰能拯救民進黨低迷選情？  童仲彥：只有這個人可以
棄姚保邁、棄姚保柯？ 北高市長大戰22民調一次看
影／小野痛哭 宅神：妙計安天下賠了夫人又折兵
影／他一張表打臉韓國瑜「讓高雄發大財」 網：你選高雄還台北
韓國瑜變金輪法王！「政客群俠傳」楊過小龍女是這對 網友無異議通過
賴清德：廉政反貪 研議導入ISO 37001企業反賄賂管理機制
「世界最棒里長」花350萬選台南市長 選前17天只剩24萬
影／小野痛哭嗆丁守中沒文化 柯P兩度擁抱：他受不了Dirty的選戰
苗栗縣勞工團體成立後援會力挺 徐耀昌：招商增加就業
智慧城市請益大咖 鄉民讚陳其邁：真的有做功課
遭KUSO「只會畫餅不可靠」 謝立功：有創意
北市府規模最大公宅案流標 郝龍斌批柯文哲：只靠動嘴皮
陳菊人在哪？林鶴明出圖說：秘書長今早在辦公室辦公
徐定禎檢舉在南庄賄選 徐耀昌駁：例行性會議發紀念品
韓國瑜礦泉水對一堆油漆桶 游梓翔：民進黨已輸掉形象戰
2035消滅燃油機車？行政院卓榮泰：不會實施任何限牌限量政策
美麗島民調／盧秀燕領先林佳龍7個百分點 獲女性青睞
林昶佐再咬韓國瑜 「當立委10年能混就混的極致」
TVBS民調／韓國瑜支持度48% 領先擴大至10個百分點
被P成郭破虜「毫無存在感」丁守中：我是郭靖！
藍綠都要搶北市 蔡正元：柯文哲只好效法陳水扁去選總統
挨批消費陳樹菊 韓國瑜致歉：被某些人扭曲與放大
陳一新／「韓流」狂掃，牽動「六都贏家」鹿死誰手？
超幽默！柯文哲辦抽獎 問答選項竟有「憨智回頭」
不只主風泵！看完普悠瑪維修保養紀錄 黃國昌氣炸
彰化辯論蓋捷運 王惠美：大家可以來討論
丁守中注定第二名？ 姚文智：我跟柯文哲爭第一
桃園民調／鄭文燦支持度36.9% 領先陳學聖的26.8%
東奧正名公投如何處理 吳釗燮坦言：有些國家私下來問
遭瘋狂網軍蓋樓攻擊 謝長廷：不怕、台灣人就不會被壓落底
林昶佐挺陳其邁批韓國瑜「騙小騙鼻」 網灌爆臉書：民進黨打手
小英頭號文膽「最好不要表態」 他堅持下班發文挺陳其邁
「人身攻擊」丁守中批小野文化門神 陳其邁怒了
台中民調／盧秀燕43%領先林佳龍13個百分點
挨批「大包子剝開沒有餡」 韓國瑜：沒餡的是饅頭！
 「無須文字的和平協議」 他神解讀：馬習會是九二共識「道成肉身」
韓國瑜若爭黨主席朱立倫也擋不住？藍營基層：絕對高票當選
「韓流」衝擊高雄、台南 陳水扁爆：蔡英文、賴清德被切割
其邁有難 這些「總統級人馬」出動抗韓
影／韓國瑜秒答願同床睡 王世堅：這福份應留給柯文哲，我會打呼
影／柯文哲選前之夜選在四四南村？ 4年前同場演說「邁向未來」
「高雄人欠黃老師一個道歉」黃俊英12年前神預測 8分鐘辯論會瘋傳
影／陳其邁會贏10萬票！苦苓神解「高雄比以前好」 對賭羅淑蕾：親一下
雲林選情民調李進勇「小贏2%」 張麗善追至誤差範圍
小野「挺其邁」 韓國瑜：柯文哲媽挺陳其邁我也OK啊！
「wecare高雄」17日辦遊行 籲市民說出真正聲音
影／228公園舞台只剩爛土...木椅突被拆光 台北人心痛：回憶不見了
政府打壓漁民給歐盟看 洪孟楷要求蔡英文道歉
影／超強卡司9日助陣台北「虧雞趴」 網友：下班殺過去嗨一波
幫姚文智是為報恩！姚人多不忘喊「就是挺其邁啦」
聲援黎明幼兒園長林金連 反迫遷團體悲憤喊：他是要死諫啊！
影／名嘴爆維多利亞每坪月租僅8元 韓國瑜：無聊的話真的太多
科技業力挺！林智堅訪9大科技廠 搶攻竹科票
林金連iBIKE逆撞林佳龍座車 台中市府：已盡力幫黎明幼兒園
苗栗警義消成立後援會力挺 徐耀昌：會持續爭取相關福利
柯文哲穩了？學者：白皮綠骨是最大的致命傷
陳菊請長假駐高雄輔選 羅智強嗆民進黨：當年還告我貪汙
「十秒誤會解開」 韓國瑜稱沒已讀不回館長
「改革是我們的DNA」 野百合夥伴出聲力挺陳其邁
特勤持安非他命 國安局記大過汰除：總統維安不受影響
「高雄到底招惹誰」常被批缺水、空汙 鄉民：換市長就能改變？
「吳敦義是國民黨唯一中興領袖」 他分析就是用了韓國瑜
陳其邁回立院打包 「未來都會搬到市政府」
影／他打臉韓國瑜醫療觀光政見 網友：比民進黨更有說服力
影／剛開始覺得「一定輸」 韓國瑜岳母爆：原本反對韓國瑜參選…
「韓國瑜政策比姚文智爛」 人渣文本不當韓粉：別勉強我裝白痴
限量是殘酷的！柯文哲10日造勢大會 募款小物最後清倉
柯文哲認同小野表態？陳其邁：留給彼此空間
選舉綁樁、組織動員 柯文哲：選到我自己有點怕怕的
朱立倫提不在籍投票 侯友宜贊成：不能投票喪失公民權利
挺陳其邁！小野感謝柯文哲容忍 「17天之後我就自由了」
影／讓身障孩也有快樂童年…柯文哲2分半影片 連「柯黑」也被感動
基隆也要辯論！謝立功向林右昌下戰帖
「犯了很多錯誤都沒影響」 昔綠營大老神預測：韓國瑜毫無懸念贏了
搞清楚！不論公投結果… 呂秋遠：同志明年5月後就可結婚
小野真的沒那個行情？蔡正元：對陳其邁幫不了忙
蘇貞昌這10年「輸真慘」 唐湘龍談民進黨：母雞帶小雞「動員不出來」
影／陳其邁要韓國瑜「充實自己」 護航陳國華「肉包沒餡」
陳其邁88風災「穿破褲送物資」 災民痛哭：全村莊百分之兩百相挺
「年輕人支持你選總統？」柯文哲神回：沒設基金會即表態
3大方向拼經濟！ 侯友宜：建造一條讓產業永續的生命線
會出席一邊一國晚會 陳水扁放話：中監不准也要去
影／「孩子回家只見神主牌」北漂媽媽挺韓國瑜 募20輛返鄉投票專車
新竹縣長最新民調 徐欣瑩持續領先、楊文科居次
九合一綁10公投票要領幾張？3張懶人圖跟著走就對了  
突然拍片「挺其邁」完才說！老闆柯P嘆氣無言 先斬後奏小野回應了
陳樹菊：韓國瑜是好心幫孤兒募款 害他被罵很不好意思
邱議瑩臉書被灌爆後 網友蓋新樓：呼叫黃安告發陳國華
影／酸韓國瑜「包子剝開後沒有餡」 陳國華臉書被灌爆後刪文致歉
ET民調／彰化縣翻轉？魏明谷23.2％、王惠美38.1％
王世堅賭韓國瑜當選去跳海 網紅：其邁是賭對方的東西
林佳龍讓「敬老愛心卡」再升級 游泳、健身可扣點抵現金
走出沈默螺旋！「Wecare高雄」接力分享港都美好
親子博物館大獲好評 蘇貞昌辦園遊會讓大人小孩搶先玩
林濁水1張表打臉韓國瑜 18年來外飄第1是台東
韓國瑜自導自演？他玩笑自稱「蔡英文表弟」遭鄉民噓爆
蘇貞昌指耶誕城「塞車城」 新北市府：受歡迎的「塞人」
陳菊「連神都敢騙」掃射流彈？ 蘇貞昌喊：天不從人願
新北美術館選前開工 綠委酸朱立倫「只想剪綵」
邱議瑩臉書被百萬網友「留言灌爆」 綠委：是機器人按的
林為洲提案調閱促轉會Line通聯紀錄 民進黨多數否決
影／陳國華北漂20多年 酸韓國瑜「包子剝開後沒有餡」
加碼到400份雞排 宅神：連總統都出來挽救了
影／109萬→79萬！邱議瑩臉書好神奇 3小時「30萬留言」失蹤了
中間選民「退燒」必輸 人渣文本：韓國瑜的弱點是「國民黨提名」
邀扁出席政治迫害音樂會 陳致中轟中監標準：初一十五不一樣
影／柯P競總小野挺陳其邁！ 「高雄轉捩點需要實在做事的人」
影／控境外網軍介入選舉 綠委爆：解放軍10萬大軍對台洗腦作戰
影／2018全國「菜市場名」排行出爐 這對男女組合又奪冠...2029人叫書豪
張天欽案調閱小組首次會議 立院朝野恐上演大混戰
陳水扁受難10周年紀念日 1111遭逮「離開家門 就回不來了」
台中平均薪資六都之末 盧秀燕拚「富市3」
影／高市人口10年低於500萬財產全捐！ 陳其邁邀韓國瑜三鳳宮發誓
新北市長民調侯友宜54％勝過蘇貞昌26％ 高市韓國瑜奪雙贏
影／最短公投辯論！林德福三問「你有聽見嗎」55秒就沉默 網友全看呆
韓國瑜深夜有感：一聲聲的凍蒜並不是厚愛 是對未來的期待
和春技術學院辦新南向講座 高雄作基地培育國際人才
影／謝和弦寫歌力挺柯文哲 網友：扣哥超神
一次得罪「網路四天王」虧爆！羅友志勸民進黨：別瘋狂開地球砲
韓國瑜旗山造勢8日登場 謝龍介：兩人PK已沒有組頭要收
影／脫口「擊潰丁守中」 郝龍斌：只好請家人幫我買蠻牛
他北漂10年讚高雄有進步 網友：趕快辭職
秦慧珠超越高嘉瑜榮登最正議員 網友：雖然...但真的漂亮
影／反同代表稱同婚修法稱謂也改 段宜康：教授也會騙人
影／創造3萬個就業機會！ 陳其邁「關聖帝君前」宣誓：一定做得到
北市辯論／丁、姚、吳砲口對準柯文哲 焜P酸：豬哥亮靈魂附身
影／論述公投案比開會還隆重 段宜康穿西裝原因讓網友落淚
影／反同者憂少子化 段宜康：自然生育成為婚姻必要條件？
北市辯論／姚文智提韓國瑜 網友：以為在選高雄市長？
選舉前太平島實彈射擊 海巡署：去年已完成規劃
菲律賓賭博欠高利貸 5台人遭非法拘禁毆打
王世堅挺姚文智「綠色選民回流」 批柯文哲用民調帶風向
強化飛彈機動部署 飛彈發射車可能超過200輛
飛指部士官長申請職務官舍「養小三」 記大過、調離現職
「韓流」背後狂言包裝 吳崢批韓國瑜：不就是戒嚴思想
韓國瑜到溪州塞爆了！鄉民打臉吳音寧表哥：最強助選員
劉寶傑遭蔡政府施壓？ 他分析綠營反效果「恐幫韓催票」
陳其邁辭立委換「她」補位進立院？網友：千萬別
韓國瑜「最強菜販見面會」破功？ 王定宇酸：韓導真丟臉
影／背水一戰！陳其邁宣布辭立委 「懂高雄痛的人才知道疼惜」
影／馬吳朱郝合體催票！郝龍斌卻口誤「擊潰丁守中」...嚇到連說2次對不起
快訊／台中花博男衝舞台「拉布條」被抬下場！林佳龍微笑：給他鼓勵
影／韓國瑜「最強菜販見面會」被打臉 管碧玲：連最慈悲的陳樹菊都敢消費？
美中兩大貿易夥伴爭端 產官學：台灣應把握危機、製造A級產品
賴清德訪台中花博 大讚林佳龍：保留石虎棲息地值得肯定
轟民進黨什麼東西都往國安大帽子推 丁守中要蔡英文落實「黨名」
力捧洪士奇 柯文哲：洪士奇有當選才算柯文哲當選
劉寶傑被消失！他轟：蔡政府主導的「范冰冰事件」
「先是暐瀚，再來是寶傑」網友預言下一位 粉絲驚喊：還要養家活口阿
段宜康惡搞5大政見狠酸韓國瑜 網笑：沒有陪睡這一條失敗！
國民黨不會放過他！王世堅預言：韓國瑜會跟柯文哲「政治私奔」
韓國瑜真的累了 趙少康曝錄影頻度估
侯友宜現身反空汙遊行 民喊「侯市長救藻礁」
韓國瑜「北漂」彰化 直搗溪州綠營大票倉 踢館吳音寧
韓國瑜要到吳音寧老家輔選 鄉長：鄉親絕對不歡迎
侯友宜頻打深澳電廠 蘇貞昌搬出「延禧攻略」：心機多、方法壞
逾22個政黨去年底開始閃退 解散的原因是...
讓韓國瑜接北農總經理 郝龍斌曝那年關鍵有洋蔥
王丹不信韓國瑜能當選 孫大千：有種回去搞革命
「小學生課本諷刺我是賭場小弟、菜蟲」 韓國瑜斥抹黑
選將憂韓國瑜過勞「大腦沒休息容易說錯話」
影／韓國瑜深夜PO文：民進黨的奧步可演50集「步步驚心」
拚評鑑！立法院三讀《洗錢防制法》 柯建銘：儘速請蔡英文公告施行
嗆韓國瑜支持開賭場「噁心」！邱議瑩遭起底糗爆 打臉影片曝光
影／賞邱議瑩一巴掌封「神力女超人」 許淑華曾說不後悔：我替天行道
行政院：安排台鐵、日商、ATP原廠澄清 釐清關鍵設備
駁「找網路平台業者喝咖啡」 國安局重申：未對個人、團體針對性監控
影／「我領導的政府不會違法限制自由」 蔡英文：臉書歡迎各種留言
對姚文智信心哪來？于美人突問「看一下領帶」 王世堅疑惑
葉毓蘭不怕國安局監控臉書 「早算出他們只有這個賤招」
王丹批禁止政治抗議「民主倒退」：不相信韓國瑜能當選 
相聲瓦舍30年前北漂誰的錯？網友找到答案狠酸馮翊綱
有圖！洪孟楷喊綠營高官在候選人臉書按讚 帶頭違法
影／怒批韓國瑜教唆「能撈就撈」 王定宇：人渣還配參選高雄市長嗎？
蔣公看魚、韓公看蟲 網惡搞國小課文「韓國瑜小時候」超酸
韓國瑜「變天」關鍵 民進黨元老：想贏要拚這一塊
國民黨：徐榛蔚必須要維持立委職務 才能維護行政中立
蔡英文臉書歡迎各種留言 網嘆：你不聽有什麼用？
《相聲瓦舍》挺韓國瑜 變天就遷回高雄「免費讓鄰居看戲100場」
姚文智稱看不出要選總統智商低 柯P：民進黨選情危急全因擾人
他評韓國瑜「神選舉」 柯文哲硬是被超越了
余天抱病照忙輔選 嗆韓國瑜「空氣票比較多」
