title
傳蘇貞昌回鍋閣揆 侯友宜：人生的不解之緣
賴清德預約請辭 朱立倫：政局動盪最大受害者是全體國民
陳水扁提「民進黨2020敗選」唱衰蔡英文？ 陳致中澄清筆誤
他讚賴清德賴誠實、勇敢指出問題 後繼者引以為戒
孫大千10問2020總統參選人 涵蓋低薪、兩岸、能源議題
賴清德「預約請辭」蔡英文喊讚 戰鬥內閣變看守內閣引砲轟
應儘速正名TAIWAN！ 林昶佐：駐外辦事處曾被稱「中華旅行社」
楊秋興下落出爐？傳出任「高捷董事長」 關鍵3點出局韓國瑜小內閣
高雄3千億負債「大爛攤」 柯文哲：韓國瑜別高興
盧秀燕這一席…國民黨老將新秀7搶1  「全民調」對決10日揭曉
性平公投結果 柯文哲：還不是一個民主成熟的國家
嚴凱泰海基會董事遺缺 張小月：徵詢嚴家人意願再決定
國民黨團批：賴清德宣告內閣變看守 預算新閣揆要概括承受
柯文哲突襲驗票「律師瘋搶合照」 丁營律師淪陷：人在曹營心在漢
他評柯文哲、韓國瑜「民粹明星」崛起 超越藍綠是誤會一場
朱立倫2020選總統 他賭：百分之一萬
賴清德欲走還留 新系大老：沒離職不適合說太白
展開環島搬家之旅！「抗韓國瑜戰將」陳柏惟自豪：兌現支票第一人
影／怒控「誰摔死了李新」妨害名譽 羅淑蕾加碼：轉傳連結、騷擾者都要告！
賴清德若走人 陳致中推薦游錫堃接閣揆
張忠謀可接台大校長？民進黨挨轟「病得不輕」
行政院長預約請辭 國民黨酸蔡英文、賴清德貌合神離
蔣萬安沒選北市 吳敦義要他敬酒：「萬安，你欠我一次」
選2020發豪語 羅智強：我當總統就建兩岸跨海隧道
備戰2020？賴清德「時間到會離開」 李明賢：代表總預算過後請辭
全文／九合一大敗一定會堅定請辭 賴清德認輸說「廣大人民第一」
民進黨要選贏很難 他神預測：賴清德跳過2020，給小英選總統
決心率內閣總辭 賴清達三度笑回：時間到了我會告訴你
沒談高雄選情？陳菊密會王金平40分鐘
影／「敗選是民進黨沒做好」 賴清德：不代表人民願失主權
「just獨it！」謝志偉：解嚴30年還有人在嫌棄、妖魔化Taiwan
先不辭了！賴清德：行政團隊全力以赴 不計毀譽
為了大局不計毀譽 賴清德：時間一到，我會堅定離開
肯定民進黨敗選後態度 孫大千：國民黨還要原地踏步？
內閣大地震！賴清德10:20親自說明選後檢討 外界關注去留
內閣再變動？賴清德10:20親自主持選後檢討記者會
「塞17人名單給韓國瑜」 王金平被爆料回批「可笑！」
內政部修正社維法 散布假訊息可罰30萬
北市立委補選「三腳督」成形 藍綠白搶姚文智留下的這一席
影／涂醒哲輸2302票落選！沉寂13天將提選舉無效之訴
蔣萬安被點名角逐2020 公開回應：關鍵是...
黨產會抗告失敗！ 國民黨8.6億黨產守住：感謝最高法院判決
影／段宜康「戴安全帽騎車」遭媒體圍堵 網友笑翻：畫面好ㄎㄧㄤ
民進黨再跟柯文哲合作？鄭文燦：只要彼此利益一致都有可能
內政部修正《總統副總統選舉罷免法》 杜絕假消息境外勢力影響選舉
即／柯文哲出牌！親點「白色力量第一代」陳思宇備戰北市立委補選
小內閣名單惹議 韓國瑜：市長蜜月期是虛構的城市童話
桃機燈箱「想更炫」才改標規 陳建銘怒：讓人笑掉大牙
打臉陳菊！陳水扁附和韓國瑜：輕軌真的有必要嗎？
拒參加韓國瑜就職典禮 館長曝「不敢去」原因讓網友心疼
ET民調／台北市長若重選 50.7%網友仍要投給柯文哲
蹲點15年終成百里侯 翁章梁：打造不一樣的新嘉義
人渣文本：藍營陳炳甫攻立委有望勝選 白綠不合作「票會對拆」
影／民進黨朝「白綠合作」努力？蔡英文：要集結最大人民意的支持
撤銷1505位政治受難者罪名 促轉會：還給他們應有的公道
桃機燈箱廣告案改「最有利標」為更炫 鍾小平：應對人民最有利
影／蔡英文：賴清德是很緊密的工作夥伴「未來也是」
吳音寧拆韓國瑜心血 遭爆留三賠錢爛攤給北農
2020還是「姓蔡的」選總統 沈富雄：我錯了！高估這個黨
蔡英文下鄉請益是「同溫層」取暖 陳水扁：去上政論節目聽批評
影／新潮流逼宮？蔡英文首次迴廊談話：政治不是宮廷劇
盧10分鐘「要議員幫繳罰單」 婦遭拒怒嗆：民進黨不花錢才輸
蜜月期結束！韓國瑜網路聲量直直落 車禍、小內閣聖人說最傷
館長戰柯黑 「我罩柯文哲是因他不太會講話」
雲端最前線／桃機燈箱廣告改標規 藍委：有些是弊案開始的前兆
「國民黨一直是老一輩在搞」 胡幼偉建議2020江啟臣配許淑華
新系有共識 不搶民進黨主席補選
快訊／盧秀燕副市長名單出爐！ 楊瓊纓、陳子敬、令狐榮達出線
「吳朱配」vs「蔡賴配」贏面大？國民黨2020內戰提前開打
國民黨贏2020有妙招 孫大千：協助勞工發起退回過勞勞基法公投
何志偉自封「準備最久最強」 北市立委補選姚文智：他是優秀人選
影／立委補選綠白合作？柯文哲「沒接電話」 林右昌鬆口：各種可能都有
帳戶遭凍結非誤會？婦聯會槓上黨產會嗆「公然撒謊」
影／楊秋興隔空喊話：「相信韓國瑜智慧！任何位置都可以！」
遭指插手韓國瑜小內閣人事？楊秋興否認：我不是國民黨大老
核一乾貯場是專業議題 朱立倫嗆中央：不要再做政治操作
賴清德去留成焦點！首度打破沉默「沒有人可以代表我」
婦聯會控銀行帳戶遭凍結 黨產會：應有誤會
稱韓國瑜「烏合之眾」 葉元之道歉了：對不起我的中文老師
再談「不排斥統一」 馬英九：憲法把國家統一當目標
地方派系也要爭小內閣！學者酸「國民黨餓很久了」 韓國瑜恐喬不攏 
「自以為愛台灣」 馬英九痛斥：太陽花學運害死台灣
嚴凱泰妻接棒裕隆 馬英九：大家可以放心
影／落選氣PUPU拆公共燈具？ 北市里長：收回過去我出錢裝的電燈
「847」吳祥輝有意參加立委補選 網酸：拒絕當選的小子
蔡英文接下來怎施政？苦苓出奇招 網友：不能同意您更多
影／李登輝撞傷已經恢復中 醫療團隊將評估轉一般病房
200人相挺！落選議員心繫偏鄉兒童 自發性募款2天40萬達標
黨魁之爭！非新系傳拱陳其邁 對抗新系鄭文燦
評韓國瑜團隊「烏合之眾」…韓粉灌爆葉元之臉書：跟戴瑋姗有何不同？
陳水扁想搭愛情摩天輪 韓國瑜：第一輛車廂就邀他跟王世堅
影／開戰！網友提「賴清德撞臉孔劉」 粉絲怒喊：侮辱我的歐巴…
蔡英文下鄉聽民意 陳水扁：誰敢在總統面前講？別只找同溫層
讚林右昌 李正皓：誰做到「國民黨不欠台灣人民」就能問鼎2020
「人民不欠民進黨」 蔡其昌讚林右昌：很有志氣的說法
砲轟國民黨「三個太陽」只顧自己 孫大千表態選總統
影／林右昌「人民已經不欠民進黨」 盧秀燕：有反省能力
民進黨搶說「韓國瑜語錄」？ 綠委：政治話術不用非跟某人掛一起
蔡正元酸韓國瑜「寵愛中當選要戒慎恐懼」 起手可參馬英九朱立倫 
影／盧秀燕爆：東奧理事會「對台政治現狀疑慮」為取消主辦權主因！至今未消除
圖利誰？桃機燈箱廣告案改招摽方式 藍委：有的是弊案開始的前兆
桃機燈箱廣告案改最有利標是為了更炫？國民黨：檢調單位應徹底調查
葉元之4字評韓國瑜團隊 陳揮文：這段剪掉比較好
影／涉恐嚇柯P被調查 吳祥輝酸警：國文知識不足或政治打壓。
影／信任度63％全台第一 柯文哲自評：我本來就比較誠實
柯文哲不組黨放眼2024？國會串聯白色力量「友柯連線」
影／韓國瑜下令「正副議長選舉跑票就開除黨籍」  掀網友激戰
想坐愛情摩天輪…陳水扁不北漂 怕市民學韓國瑜「把我打到住院」
「不是柯文哲死就是我死」 吳祥輝恐涉恐嚇、妨害秩序被警傳喚
吳敦義說總統明年5月提名 孫大千：司馬昭之心路人皆知
韓國瑜柯文哲選後密電 北市立委補選露玄機
影／中選會就是講不聽！立委補選撞期學測「拖到最後」轉彎定案
林右昌：「人民已經不欠民進黨」 不要再提過去貢獻了
普悠瑪孩童死亡只賠170元！行政院：從優專案處理
民進黨提名立委補選名單 王世堅也有意願？
普悠瑪調查小組：調查任務為原因歸納 「不以處分或追究責任為目的」
6看點「只有阿北可以超越阿北」 網加碼：唱歌像胖虎一堆人狂聽
「賴清德、陳菊都會走！」沈富雄：新潮流不願讓蔡英文連任
50人自薦搶著進台南小內閣 黃偉哲公布首位官員留任是他
韓國瑜「副市長人選」未鬆口！ 楊秋興澳門吹海風：遠離政治紛擾多棒
「姚文智補選立委贏面最大」 王世堅：民進黨應向他釋出溫暖
韓國瑜延攬陳其邁當副手只怕... 網：這個CP使我愉悅
桃機燈箱廣告改標規遭批背後有鬼！羅友志：資格標常圖利特定廠商
普悠瑪翻覆／黃國昌轟：台鐵對家屬「已讀不回」 協調會徒具形式 
獨／圖利特定廠商？議員爆：桃園機場燈箱廣告案「價格標」改「資格標」
中選會明年6月決定總統立委是否併選 徐永明：難怪顧人怨
連家低調出租帝寶豪宅 連勝文：這戶不是我的
蔡英文推平價菸 張善政：腦袋真的很重要
「嚴凱泰是我最真誠的朋友，可是他走了」 周錫瑋：難過極了
韓國瑜想讓「高雄發大財」 沈富雄曝關鍵還是陳其邁
推「平價菸」救2020選情？ 洪孟楷：蔡英文忘記曾說反毒先戒菸
嗆柯P幕僚「我沒必要忍受委屈」！星光奈奈：說我沒心存善念
爆乳甜姐議員高票落選！狂粉捐5000萬提親「給自由」...嚇到搬家
藍軍共推蔣萬安選北市長 網估：基本75萬票起跳
選戰之後...蘇貞昌謝妻「成敗不計」相伴 閃慶結婚44週年
搞丟T65K2槍機 陸軍官校總動員花3天才在校園找到
「放掉他吧！」韓國瑜小內閣涉吸金 羅友志勸：下一個會更好
快訊／林國權「涉吸金4000萬」暫不入閣 10：30開記者會說明
孫大千點出民進黨10大敗筆 第一勞基法得罪勞工朋友
成大「仙氣學妹」輔選黃偉哲 票數差回家大哭：努力未受到肯定
就職典禮在愛河！韓國瑜將搭「愛之船」出場 維安規格提高
影／賴清德請辭心意已決 明年1月審完總預算走人
大批外商想投資高雄！韓國瑜：現在市民打招呼問「發財沒有」
愛情摩天輪真的要來了？ 劍湖山世界證實有意投資高雄
韓國瑜小內閣人選爆「涉吸金4000萬」 朱學恒聳肩：蜜月期結束了
影／「企業馬友友」嚴凱泰 遊走藍綠、兩岸身段超柔軟
影／兩人相識超過30年 胡志強得知嚴凱泰病逝「內心至痛」
影／賴清德願嚴凱泰安息 感謝他對台灣的貢獻
影／搶救廢票拚翻盤！驗票首日進度13% 丁守中有效票「沾到5號」爆爭議
質詢貪汙案被一句「好啦」惹怒！黃國昌爆氣嗆：打假球
影／連勝文悼念嚴凱泰 「I'll see you again」
選票這樣蓋...不行！一張圖秒懂有效票跟廢票 蓋成「花媽頭」也算數
戴瑋姍認「下層」是口誤 不為「韓導」道歉網友仍批邱議瑩2.0
影 ／退伍軍官黃永卿「有強烈使命感」進高雄小內閣 接任客委會主委
影／盧秀燕誇賴清德最有反省能力 「其他人還在講五四三」
「第三位10％總統」出現了 林濁水籲蔡英文修憲：敗選還不改其衷
連任失敗「想沉潛一陣子」 林佳龍：不會選民進黨主席
柯黑黃埔一期！王世堅反「以柯養綠」被黨轟：快跟吳音寧一樣午門斬首了
他求姚文智回歸...要洪耀福、陳明文「洗門風」 網酸：活在自己小世界
核一廠走過40年12月5日除役 王定宇：它證明了3件事
愛家公投3案大勝 聯合國官員痛批：人權永遠不應付諸表決
影／戴瑋姍稱「下層」人士為中性的學術名詞 網怒轟：死不認錯！
影／拒「中電北送」 盧秀燕：希望台北自己要發電
臉腫腫的！選前預言成「反指標」 這2位「賭神」被韓國瑜通殺
香菸狂漲價蔡英文出奇招 推平價「新長壽菸」滿足癮君子
影／林佳龍坦承敗選後偷哭 選舉補助1239萬全數捐出盼幫助社會 
ET民調／2020總統支持度柯文哲27.5% 韓國瑜排第三9.2%
吳音寧笑蹲田邊 被解職第5天po文「不向強勢造謠低頭」
韓國瑜承諾帶教育局長「給牧師看」 段宜康：議員放過荒唐事
力拚重返執政 孫大千點破「決定國民黨2020年大選成敗7變數」
韓國瑜愛河畔就職典禮邀陳樹菊 最強菜販合體「讓高雄充滿愛」
影／韓國瑜老家18年前改建王世堅蓋的 一聽嚇到倒退「就是緣分」
台北市長選舉週一驗票 9大步驟解開3254票之謎
批踢踢熱議「雲林翻盤」最意外！網友：張家莫名其妙地復活了
馬英九選後首現身「高雄沒那麼熱過」 自豪幫12人輔選全上
「高雄氣氛不一樣了」 馬英九自豪高雄輔選12人全當選
脫口韓國瑜是「韓導」！再說農漁民是「下層」 戴瑋姍臉書被灌爆
新科議員稱「韓導」惹眾怒！4千網友灌爆臉書：邱議瑩2.0
涂醒哲沒想過自己會輸 嘉義市長連任失利因「假新聞抹黑」
民進黨大挫敗 綠委：「內閣應總辭」展現改革決心！
點出民進黨敗選主因 學者：再鬥就準備迎接下一次「大海嘯」
網友點名民進黨6人助攻韓國瑜當選 最後悔的就是蔡英文
影／爆棚！柯P成「簽唱歌手」5小時簽好簽滿 期許「藍綠白」共存
李登輝「腦部輕微出血」入院第4天 李辦：表達清楚、緩慢恢復中
蔡英文坦言檢討時尷尬、痛苦：仍希望大家講得直接、大聲
蔡丁貴稱領雞排的都大陸在台臨演：靠高雄人抵擋大陸
選舉大亂原因 中選會錯推「三成選務新手」因應處置有瑕疵
影／韓總「小內閣第1人」出爐 準新聞局長王淺秋：我講話也很直、很真
影／六都市長當選人財產大公開 柯文哲登「存款王」、鄭文燦「地產王」
影／近8成投票所4點未截止投票 同校異教室開票時間最高落差3.5小時
第1場也是最後1場！柯文哲謝票活動 小野「不哭了」這次改唱歌
影／謝龍介第一高票連任！粉絲獻100碗「排隊美食」 「龍迷」擠爆小吃店
民進黨被「婚姻平權」拖垮？ 王浩宇提：2016打挺同牌卻大勝
不等立院柯文哲搶先推動中高齡就業 網：難怪老人這麼恨他
3人下台止血不夠！ 內閣未來還會有「第二波調整」
內閣3首長為敗選扛責下台 林濁水：看來總統是有點慌了
影／你看過韓國瑜跳舞嗎？ 李佳芬甜笑擁夫跳華爾滋
選民沒在兩岸政策做選擇？ 孫大千酸：蔡英文加速民進黨敗亡
影／王世堅看韓冰傻笑 胡幼偉：韓國瑜父女為政壇創造包容友善模式
以得票率最低市長之姿險勝 柯P連任後最該搞定這些事
小萌弟領勝選雞排「謝謝阿姨」 高嘉瑜一秒裝傻：阿姨是誰？
先用顏家班！小內閣遭轟「派系分贓」 盧秀燕回應了
白色自走砲！柯文哲「砲轟藍綠」笑：看到王世堅要心存善念很難啦
暗諷民進黨...柯P：韓國瑜北農總經理當好好的去整他幹嘛？
影／會帶教育局長「給牧師們看」！韓國瑜小內閣再掀風波 對話曝光
郁慕明想交棒遭否決 新黨要辦路線大辯論
影／「選票超過姚文智很驚訝」 100份雞排發完…高嘉瑜笑：今天是雞的受難日
「公投成為侵害人權的工具」 段宜康預告要修法
 影／投票排長龍塞爆！丁守中：台灣沒有「不在籍投票」是民主之恥
陳英鈐爽領30萬年終 洪孟楷再嗆政院護航：把人民當笨蛋
爆主流民意與「進步價值」4大矛盾！沈富雄：蔡英文「向右妥協」止血
新黨陳彥伯落選「丟了大本營」…北市僅2席 郁慕明道歉：讓選民失望
羅友志「眼冒愛心」：我真的很喜歡「韓邁」這一對
盧秀燕化身「一日市民」 搭區間火車勘查花博建構市民通道
高麗菜每kg剩5塊 張善政：別凡事政治掛帥 否則農民用選票表達不耐
影／沒有第二人！沈富雄斷言：國民黨「他」最有望挑戰2020
慘敗仍堅持改革 吳子嘉：蔡英文顯然還不知自己為什麼會輸
「令人痛心」 尤美女：一些同志自殺與公投結果有關
拚觀光不分藍綠！鄭文燦、潘孟安找上韓國瑜合作
影／中選會陳英鈐「假請辭真休假」？洪孟楷爆：他要領30萬元年終獎金
民進黨敗選檢討！蔡英文還想非核家園 謝寒冰炮轟：她腦袋已當機
王世堅呼籲「給他溫暖」：建議民進黨徵召姚文智補選立委
同溫層調查？ 三立：92.7％民眾力挺吳音寧
被問煩！士林大同立委補選 高嘉瑜表態挺王威中…驚爆王落選內幕
砲打蔡英文被孤立？高嘉瑜點出民進黨弱點 同黨立委「唉」秒轉頭
影／挺同被網友搬聖經圍剿 蔣月惠超霸氣：我退出當基督徒
揮別政壇／姚文智全心投入電影產業 拍攝鄭南榕議題
姚文智感恩音樂會 民喊：不准退政壇去選黨主席！
柯文哲當選是因民進黨 管碧玲：支持同時監督他
台灣↔帛琉12月1日起免簽證 可享停留90天
高嘉瑜「港湖第一高票」擊敗姚文智 他準備好100份免費雞排了
婚姻平權不分黨！苗博雅挺尤美女、段宜康 「需要這些堅定的朋友」
核四留存？侯友宜籲中央先解決核廢料貯放地點 
九合一選後聲望／韓國瑜擠下柯文哲奪冠...「她」吊車尾
柯市府小內閣異動！副市長林欽榮交大4年借調期滿請辭獲准
國民黨誰來挑戰總統大位？韓國瑜看好度僅第3名
吳音寧遭解職彰化鄉親叫屈 溫情呼喊「回來選立委」
陳以信：新南向政策戰略失敗 不減反增台灣對陸經濟依賴
盧秀燕「首位內閣首長」曝光！34歲發言人吳皇昇出任新聞局長
柯建銘求尤美女「放過」 反被網嗆：民進黨有你才是衰
搶救成功！台大鹿鳴堂以原名「僑光堂」列台北市歷史建築
同婚拖累民進黨？周偉航：不挺同又卸責「腦子哪邊有洞」
柯建銘嗆「放過民進黨」 網灌尤美女臉書送暖：我們是你後盾！
選後找戰犯？吳音寧被下台處境像楊貴妃 名嘴批北農董事「不要臉」
姚文智感冒休養…選後5天首現身謝票 今晚舉辦感恩之夜
呂秋遠批公投被民意操弄 「看這個國家能被摧殘到什麼地步？」
滿意度76%卻連任失利！陳水扁勉勵蔡政府：改革是值得的
綠檢討方向大歪 段宜康酸：找李來希、吳斯懷當黨主席 加入信望盟
影／篤信基督仍挺同婚！屏東女神蔣月惠選後表態：專法是歧視
挺同成戰犯！柯建銘嗆「放過民進黨」 尤美女：狂暴社會該冷靜下來
「最大雞排饗宴」在高雄！朱學恒送2萬2800份雞排慶韓國瑜當選
「吳音寧是該下台」 高嘉瑜分析：責任全推給她，社會難認同
蘇貞昌「拖了老命在謝票」 名嘴：我怎麼覺得，他在道別？
蔡英文「非核家園目標不變」 黃士修留言破千讚：放過民進黨吧
他們挺同成敗選箭靶 人渣文本酸：柯建銘、林岱樺裝什麼可憐？
府院不同調！賴清德拿掉2025非核家園年限 蔡英文：未必要延期
因為這件事 他斷定蔡英文跛腳「2020恐無法連任」
僅拔吳音寧「頭號戰犯」 新系大老：一路錯到底
吳音寧下台「說起來真殘忍」 徐巧芯：護航的蔡英文也是元凶
影／高嘉瑜：蔡英文都照稿念 若想保權位2020還是會輸
提案才10分鐘「沒表決就被下台」！黃暐瀚爆吳音寧帥氣反應
蘇嘉全跳火坑選主席？ 黨政人士：2020丟政權 國會一起崩盤
韓國瑜談吳音寧「或許職位不適合」 勸民進黨思考偶然與必然
蔡英文政府、柯文哲有共識攜手清理「吳音寧戰場」 迎戰新議會
韓冰甜笑王世堅傻笑願廢物利用 韓國瑜笑回：他熔點很低
鄉親心疼吳音寧「換她是全農民損失」 雲林大砲林佳新笑：太想她了！
【獨家專訪】吳音寧：我不想配合大家演戲！
農青眼中的吳音寧「越強勢越不低頭」 江昺崙「3點護航前老闆」
蔡英文曾讚會做事...「小白兔」吳音寧黯然下台 哽咽喊不哭泣
賴清德便當會商討7公投後續修法 認行政院努力不夠
姚文智支持度85％！北市重選民調「電爆柯文哲、丁守中」
影／ 被韓國瑜感動！香港「地產大亨」請胡志強牽線 指名投資高雄
讚吳音寧「有個性的女孩」 韓國瑜：但不適合這個位子
被列戰犯黯然下台！林聰賢臉書PO出8字 形容「我認識的吳音寧」
非核家園仍是法定目標！蔡英文：政府正成功帶領相關產業發展
謝票吃早餐！客人好奇問「一句」…高嘉瑜中傷崩潰「綜藝摔」：太過分了！
吳音寧錯在哪？高嘉瑜一語道破：要站出來捍衛自己
護樹老娘挺吳音寧 嗆林聰賢「你全家都該下台」
農委會副主委這句話 宅神：今天幹話第一名是不是他？
東亞青運／盧秀燕籲中央放棄意識形態 陸委會：解鈴還須繫鈴人
時代力量拒當小綠 黃國昌向中央喊話：馬上撤換吳宏謀
影／「技術問題不要變政治風暴」管碧玲質詢神預言投票大亂…網讚：先知
李艷秋：吳音寧終於下台了他可以上台了吧 網友狂+1
吳音寧北農5大爭議！昔日社運要角今淪大選「戰犯」 民進黨不保了
談柯文哲花名冊 呂秀蓮：柯那天有講出一些話讓夫人有反應
丁守中驗票北院封票匭 郝龍斌：有瑕疵的選舉結果誰能接受？
林濁水酸蘇嘉全：想出要怎樣跟總統完成轟轟烈烈夢想了？
陳菊致電新縣市長 「服務人民沒有顏色」
直播／14年前曾發生車禍致死 韓國瑜現身記者會說明
選前高嘉瑜選後吳音寧？ 學者：兩位女性變成待罪羔羊
吳音寧被拔官！農委會下午出手提案 董事會應可通過
暫緩山手線？ 洪慈庸籲「拋開立場跟政治考量」
不滿「吳音寧被當政治工具」 張花冠開砲：最該負責的是選舉對策委員會
影／民進黨大敗吳音寧慘成頭號戰犯 柯文哲：頭號輪得到她？
瑜燕當家／高雄輕軌台中山手線生變 藍：檢討撤回前瞻二期預算
雲端最前線／上任9年心內話 張花冠選後打破沉默
柯文哲心腹蔡壁如遭勸離 「12月開始請假」
羅智強：北市長選舉重新投票 還是柯文哲勝出
張善政：蔡總統的失敗檢討 2020投票再來檢視
「韓國瑜甚麼都不是」 王丹：究責吳音寧是「病急亂投醫」
「艱困時刻」接任代理黨主席 林右昌揭關鍵原因
點名民進黨10大豬隊友 孫大千：「不下架」保證賠上2020
傳北市府高層10月早和農委會談妥 爆出選後吳音寧當犧牲者說
「只有高雄又老又窮嗎？」 雷倩：大同社會才是真正的轉型正義
遭翻出3372票敗給「還我牛」！周玉蔻深夜再diss柯P：你粉絲霸凌我
影／柯文哲謝票「5小時園遊會」日期曝光！確定補唱「挪威的森林」
蘇嘉全辭院長選黨主席？藍綠各提看法 網：大家都知是小英人馬
林佳龍掰了「秒找韓國瑜」！驚見「中市政風主任」求職信 本人回應了
陳其邁談「君子之爭密約」 還說「希望韓國瑜多多關心老農民」
網狂逼跳海！王世堅現身「不要霸凌我」 韓國瑜幫求情：放他一馬啦
影／陳其邁選後直播謝票萬人觀看 段宜康留言「選黨主席」
影／陳其邁選後直播謝票惹哭網友 「我不哭不代表我不難過」
葉毓蘭要吳音寧留下 「謝謝妳為我們逼韓國瑜出山」
檢討之旅第二站 蔡英文：沒守住宜蘭很抱歉
影／韓國瑜養病結果「北漂」  高雄記者氣炸：沒謝票、有體力參加餐會
陳其邁稱敗選是「個人努力不夠」 網：4年後再出來選高雄巿長
影／8年級里長超正！甜美外型「擄獲民心」 居民讚：漂亮又熱心
丁守中到底要不要驗票四度轉彎 網譏：超越海豚的男人
郝龍斌：大選高興一天就好 「要讓民眾看見國民黨改革決心」
4個字杜絕弊案！柯P以「重要資產」還債540億 網蓋600樓推爆
時代力量布局2020「走自己的路」 黃國昌：廣提立委候選人
民進黨大風吹 周錫瑋：黨主席比立法院長還重要？
蘇嘉全辭院長選黨主席？ 周錫瑋：民進黨把國家名器當兒戲
挺九二共識被陸肯定 盧秀燕樂觀：勝選正因拚經濟非政治
網求吳音寧不要走 留任到2020「完成階段性任務」
「總統負責=沒人負責」 他嗆：蘇嘉全接黨魁蔡英文算辭了嗎？
接下民進黨代理主席 林右昌：當然一切以市政為重
林濁水轟小英「站第一線」使國家失去方向 賴清德成隨身特助
丁守中喊「民主」改口驗票 律師抓3關鍵句戳破
林佳龍為什麼會輸？除了空汙之外 網友精闢分析這12項被讚爆
南校犯錯、北校「連坐法」？外籍生淪屠宰工 康寧大學抗議停招
影／韓冰模特兒照曝光網讚有潛力 李佳芬：把學業完成比較重要
影／韓冰的模特寫真照曝光！超大膽金屬妝容變身叛逆系少女
影／丁守中重提驗票「贏了就不打訴訟」網酸：不是爭民主制度？
韓冰IG曝光／模特兒照被讚像舒淇 韓國瑜：她有點嚇一跳！
影／周玉蔻嗆柯文哲才贏3千多票 網掀她過去僅拿3372票…還輸柯賜海
影／「神力女超人」入韓國瑜小內閣？許淑華：先連任立委不排除選縣長
綠營大敗選民崩潰 律師林智群：對小英來說是好事呢！
人氣小編選後何去何從？黃瀞瑩回市府上班、王律涵「回台北搖飲料」
LIVE／韓國瑜、韓冰北上！ 首度公開合體受訪
李婉鈺深夜曬浴照秀美腿 嗆酸民：我敢！你們敢不敢？
解密「柯綠分手」！高嘉瑜揭黨內「墮落黑幕」：對民進黨非常傷
鄭文燦開轟中選會「沒腦袋」 問記得公投題目的舉手？官員乾笑不語
影／開第一砲要蔡英文棄選2020 蔡適應：因為支持者很急
影／粉絲冒雨騎鐵馬「邊哭邊追車隊」 蘇貞昌不捨「彎腰拍肩」安慰
影／林聰賢拋「換吳」 柯P念念不忘吳音寧不備詢怨被當炮灰
吳蕚洋5論點挺丁守中 籲中選會：不准發放當選證書給柯文哲
影／林聰賢換吳音寧「尊重北市安排」 柯P：只求專業不要政治任命
北農29日董事會 林聰賢露口風處理「戰犯」吳音寧？
影／新潮流內鬨！段宜康、卓榮泰隔空對嗆一次看
影／全因韓冰一句話！許淑華化身「神力女超人」 換上性感戰服：拚了
中生代對「大破大立」沒想法 林濁水：民進黨會有前途？
影／「誤以為立委可以質疑行政院」 段宜康寫悔過文超酸
丁守中打選舉無效...邀全民幫提供違規事證！電話沒停過
韓國瑜1年前「接空殼」嘆被丟垃圾！大勝背後辛酸…黃暐瀚：吳敦義不會下台
「公投高於憲法」法律系反同戰將「1句話」被灌爆 網怒：聖經才是
婉拒郭董洩真心話！韓國瑜糾結24小時「現在太狼狽」 不去兩岸峰會了
韓國瑜推九二共識 胡幼偉：大陸1年派3億觀光客來再說
蔡英文預告內閣改組 國民黨點名交通部、農委會、經濟部
普悠瑪事故發生前 主風泵今年5月竟有5次異常且原因不明
影／快訊／蘇嘉全辭立法院長 民進黨派系共推參選黨主席
不跟韓國瑜了！ 盧秀燕：台中不會常設兩岸工作小組
丁守中喊驗票被看衰 26年前黃信介真查到幽靈票翻盤
扛起輸掉高雄的責任 陳其邁道歉「大家說的話我們都要用心聽」
蔡其昌籲民進黨打掉重練 推鄭麗君接黨主席
蔡英文站畫前賀電6都市長當選人有玄機？ 總統府發言人3字回應
影／網傳瑜邁「一世兄弟情」 陳其邁是這樣說...好朋友
影／民進黨中評委籲檢討高嘉瑜 網友全怒了：下次2020等著瞧
談民進黨大敗被卓榮泰罵 段宜康喊「羞愧」：不知道責任都在我
民進黨改革「請從國會解嚴開始」 林淑芬：還人民正常的立法院
童仲彥力挺舊愛邱主任 「沒投她票的都不是男人」
輸到剩6縣市 王定宇問網友民進黨當務之急要處理「哪些關係」？
蔡英文堅持政策至2020 胡幼偉：你不讓我活，只好先讓你死
「九二共識」是什麼？高雄人現在看還來的及！
影／連勝文揭國民黨關鍵問題 「組織文化不變」
扁沒推動的4件事只有蔡英文敢碰 李季光：檢討不必獵巫卸責
給民進黨「忠言逆耳」10建議 沈富雄：一切都是為台灣
影／12祭品文懶人包！8勇者挑戰「韓國瑜毒誓」輸到脫褲 網：阿扁快北漂啊
影／說到做到除了宅神還有洪孟楷 1000份雞排賀韓國瑜凍蒜
王世堅剃頭刀準備好了 「跳海」只是自我解嘲
民進黨未來怎麼辦？林濁水：蔡英文早有定見我多言無益
韓國瑜打贏選戰的關鍵… 呂秀蓮：多虧這「三加三個女人」
影／段宜康拍桌轟賴清德「把民眾當傻瓜」 宅神：你好意思？
立院暴怒拍桌！段宜康：對賴清德講的每一句話 也是對自己講的
淡海輕軌綠山線年底通車！ 單程最貴25元、電子票證享8折
阿扁拋2政見選黨主席 酸「2020恐再辭一次」
影／高嘉瑜直播餵食秀…咬魚、大口吃涼麵 網跪求：可以換公主頭？
